;loss;accuracy;val_loss;val_accuracy;lr
0;2.664656639099121;0.38848766684532166;8.218788146972656;0.08277777582406998;0.001
1;1.2885243892669678;0.517345666885376;26.146568298339844;0.12833333015441895;0.001
2;1.0271488428115845;0.6209567785263062;5.609713554382324;0.18777777254581451;0.001
3;0.8049303889274597;0.7022222280502319;4.2429680824279785;0.18333333730697632;0.001
4;0.6900566816329956;0.7450617551803589;2.970189332962036;0.41055554151535034;0.001
5;0.6256059408187866;0.7679012417793274;1.2929048538208008;0.6227777600288391;0.001
6;0.5733952522277832;0.7854938507080078;3.064223527908325;0.33444443345069885;0.001
7;0.5236291289329529;0.7985802292823792;2.071786642074585;0.49388888478279114;0.001
8;0.48331719636917114;0.8143518567085266;3.2677054405212402;0.3605555593967438;0.001
9;0.47495707869529724;0.8187654614448547;14.947659492492676;0.2888889014720917;0.001
10;0.4694748818874359;0.8245987892150879;1.570877194404602;0.5588889122009277;0.001
11;0.32680776715278625;0.8671296238899231;0.6656320691108704;0.7766666412353516;0.000100000005
12;0.2815372347831726;0.8831790089607239;0.7490922212600708;0.745555579662323;0.000100000005
13;0.26211798191070557;0.8889197707176208;0.9002932906150818;0.7172222137451172;0.000100000005
14;0.2537347078323364;0.8932716250419617;1.1135799884796143;0.695555567741394;0.000100000005
15;0.24461007118225098;0.8973147869110107;0.7679490447044373;0.7561110854148865;0.000100000005
16;0.23264256119728088;0.9005864262580872;0.7341679334640503;0.7611111402511597;0.000100000005
17;0.22375711798667908;0.9028394818305969;0.8023837208747864;0.754444420337677;0.000100000005
18;0.20799337327480316;0.9087345600128174;0.5402740240097046;0.8133333325386047;1.0000001e-05
19;0.20401711761951447;0.9097530841827393;0.5731775760650635;0.8100000023841858;1.0000001e-05
20;0.2075156271457672;0.9118826985359192;0.5618501305580139;0.8061110973358154;1.0000001e-05
21;0.1990961879491806;0.9110802412033081;0.512564480304718;0.8233333230018616;1.0000001e-05
22;0.20125174522399902;0.9106481671333313;0.5452157258987427;0.8116666674613953;1.0000001e-05
23;0.19679304957389832;0.9135493636131287;0.558225691318512;0.8100000023841858;1.0000001e-05
24;0.1981469839811325;0.9122530817985535;0.5700154900550842;0.8094444274902344;1.0000001e-05
25;0.19583825767040253;0.914814829826355;0.5289501547813416;0.8188889026641846;1.0000001e-05
26;0.19252388179302216;0.9139814972877502;0.6243809461593628;0.8005555272102356;1.0000001e-05
27;0.19046740233898163;0.9176852107048035;0.5524872541427612;0.8105555772781372;1.0000001e-06
28;0.19441048800945282;0.913302481174469;0.5565864443778992;0.8094444274902344;1.0000001e-06
29;0.19376114010810852;0.914506196975708;0.5609189867973328;0.8072222471237183;1.0000001e-06
30;0.19598767161369324;0.9130555391311646;0.5554370880126953;0.8077777624130249;1.0000001e-06
31;0.19201917946338654;0.917438268661499;0.5534324049949646;0.8100000023841858;1.0000001e-06
32;0.18949900567531586;0.9161111116409302;0.5643036365509033;0.8088889122009277;1.0000001e-06
33;0.19284014403820038;0.915123462677002;0.5579667687416077;0.8105555772781372;1.0000001e-06
34;0.1905304491519928;0.9148765206336975;0.5423232913017273;0.8127777576446533;1.0000001e-07
35;0.19099262356758118;0.9157098531723022;0.5502439141273499;0.8116666674613953;1.0000001e-07
36;0.19086670875549316;0.9172839522361755;0.5439338684082031;0.8133333325386047;1.0000001e-07
37;0.1919637769460678;0.9141666889190674;0.5400314331054688;0.8127777576446533;1.0000001e-07
38;0.19009935855865479;0.916543185710907;0.5499826073646545;0.8105555772781372;1.0000001e-07
39;0.1901349276304245;0.9167283773422241;0.5546512603759766;0.8100000023841858;1.0000001e-07
